Length,CornerCount,StraightCount,LongestStraight,AverageStraightLength,AverageRadius,MinimumRadius,MaximumRadius,CornerDensity,DirectionChanges,Hairpins,Chicanes,FastCorners,MediumCorners,SlowCorners,TechnicalSectionLength,HighSpeedSectionLength,CurvatureVariance,AverageCornerAngle,ConsecutiveCornerCount,DifficultyScore,OvertakingScore,FlowScore,TechnicalityScore,HighSpeedScore,BrakingDemandScore,TyreStressScore,AerodynamicDemandScore,CircuitQualityScore
5035.781317660621,7,7,1290.2092065053673,363.43504129030055,94.81443868228999,59.76242278373384,149.14888843946548,1.3900524185692518,4,0,0,0,2,5,1990.404039882331,2544.045289032104,1153.3785351988672,194.33159347043062,1,27.26943237911251,100.0,100.0,30.800299534681443,100.0,10.0,31.0989010989011,13.846153846153847,62.717697557587776
5024.939157695143,6,6,905.4817862452554,390.34177431236066,70.99147305646441,54.0155338341063,99.3787676748376,1.1940443081408574,2,0,0,0,0,6,2682.8885118209773,2342.050645874164,192.0499238871671,171.34563197006514,0,13.823247339003297,96.82012758894683,97.61191138371828,13.965967475090615,91.59279436133923,10.0,9.230769230769232,3.076923076923077,52.03115569441111
8254.476542519109,0,1,8254.476542519109,8254.476542519109,1000.0,1000.0,1000.0,0.0,0,0,0,0,0,0,0.0,8254.476542519109,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,47.0
5030.093663596631,9,9,536.5008284857279,263.73219273006424,84.45960717246044,53.443469776539715,127.43311822886838,1.789231096258513,6,0,0,0,0,9,2656.503929026054,2373.589734570578,817.4924133976289,117.67193295674396,1,33.42011960099428,50.226249653742464,100.0,40.22417769290579,67.41458502665624,0.0,21.96581196581197,16.923076923076923,51.36658858729828
3650.305099812827,0,1,3650.305099812827,3650.305099812827,1000.0,1000.0,1000.0,0.0,0,0,0,0,0,0,0.0,3650.305099812827,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,47.0
5028.942558426994,6,6,803.9666357333483,240.04063094286843,75.42595379187175,52.96447077790369,169.13763709651334,1.1930937628121852,4,0,0,0,1,5,3354.6606683136356,1440.2437856572105,1790.1043598105032,163.493104030877,1,25.35805293389302,77.66428350476298,100.0,29.674821501783917,72.80102619098602,10.0,25.897435897435894,13.846153846153847,51.47132889749303
7907.449959670854,0,1,7907.449959670854,7907.449959670854,1000.0,1000.0,1000.0,0.0,0,0,0,0,0,0,0.0,7907.449959670854,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,47.0
5028.171601962496,3,3,1738.656309902641,1030.2378248574435,114.07066054234423,61.32278511109608,195.8125512514112,0.5966383483867376,0,0,0,0,1,2,1898.7786428383633,3090.7134745723306,3434.909327044638,129.5964955304123,0,5.75630133994899,100.0,98.80672330322652,3.4093619907813575,100.0,10.0,43.07692307692308,0.0,52.819572214561944
5038.361024222597,6,6,900.1137074361451,514.274940561484,120.54815040424427,81.7379835289728,159.34625071375996,1.190863451657036,2,0,0,0,2,4,1522.907072870982,3085.649643368904,552.0954105381572,133.89101196167744,0,13.811013275603983,82.15097910258179,97.61827309668593,13.94779115232592,100.0,0.0,34.87179487179487,3.076923076923077,51.717717443862625
5032.427355451405,4,4,937.7927913900601,485.22079297712804,55.77077378580272,53.03755458481356,63.82586534228939,0.7948450553721313,2,0,0,0,0,4,3091.544183542891,1940.8831719085122,21.63114800426558,387.0346257048518,0,9.980173289892813,99.12805652786143,98.41030988925574,11.684828887840752,88.39796171811751,10.0,25.384615384615383,3.076923076923077,51.536055260580106
3330.3561338463824,0,1,3330.356133846383,3330.356133846383,1000.0,1000.0,1000.0,0.0,0,0,0,0,0,0,0.0,3330.356133846383,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,50.0
5031.858277981768,12,12,368.54544205800784,158.90201604441276,110.90279361514467,56.04256119517036,225.1363300620155,2.384804844864011,6,0,1,0,3,9,2841.064072056892,2174.62992778321,3128.3294812272366,141.2159684081757,1,46.86463401870773,32.2770553850958,95.23039031027197,54.34174197065149,49.99401870430656,8.333333333333332,35.128205128205124,16.923076923076923,50.783991078606284
5033.266681203208,6,6,667.8059572477886,378.4169491643015,103.28473200557539,53.16406027001441,223.44639273256786,1.1920687656799647,2,0,0,0,2,4,2162.4662744546868,2504.021912976714,3537.940268630787,252.56598993966088,0,13.815649098769093,71.509949327223,97.61586246864007,13.95467866102837,74.79375308299669,0.0,34.87179487179487,3.076923076923077,44.069788795826376
2858.6008641846943,3,4,813.8974837127749,558.7109095700869,224.11787872864454,205.6150129582453,243.55829784549368,1.0494644557017003,2,0,0,0,3,0,0.0,2858.6008641846943,240.38831447786825,51.95690980601372,0,9.805632521929617,81.94505836043629,97.9010710885966,13.139796889724002,84.05774742458964,0.0,17.435897435897434,3.076923076923077,49.385466225168415
5040.719872001642,5,5,1628.7850686222025,684.0647012033578,150.33818457267347,80.91240603763885,218.23739915210737,0.9919218141385284,2,0,0,0,3,2,847.6435700090603,3623.6097956629783,3119.774748723728,146.4359110046778,0,11.89200697745588,100.0,98.01615637172294,12.810981795077305,100.0,0.0,30.76923076923077,3.076923076923077,54.360438192778396
5036.028788364322,6,6,1300.118400630824,595.0762832503932,120.31960137001829,77.10286810811667,198.8092656801959,1.1914149525639965,2,0,0,0,2,4,1249.0598897980728,3570.457699502359,1770.129794883703,113.93740975667566,0,13.813134432938448,100.0,97.61717009487201,13.95094258607998,100.0,0.0,34.87179487179487,3.076923076923077,55.28793433995906
5030.916127956896,7,7,870.5675335657329,272.6234525294024,91.95827828090326,53.76458691093777,144.53948048033598,1.391396680437757,2,0,0,0,2,5,2688.673326056665,1908.364167705817,1263.5200568486723,123.10988368512925,0,15.736141078606758,86.67319117306255,97.21720663912448,15.093695316787183,83.48269114045975,10.0,38.24175824175825,3.076923076923077,52.36207343588719
4907.435906015081,0,1,4907.435906015081,4907.435906015081,1000.0,1000.0,1000.0,0.0,0,0,0,0,0,0,0.0,4907.435906015081,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,50.0
2931.9718001194788,1,2,1632.6410790828033,1351.8802391259187,233.58123680420923,233.58123680420923,233.58123680420923,0.34106740042972095,0,0,0,0,1,0,0.0,2931.9718001194783,0.0,55.97857841243263,0,2.465643847806619,100.0,99.31786519914056,1.9489565738841197,100.0,0.0,40.0,0.0,47.82831527438752
5033.416448931835,7,7,1102.742814750655,353.0515713965065,110.93622638152706,52.80187672009959,223.09992174518993,1.3907055120554357,6,0,0,0,3,4,1927.938346451911,2838.396639786675,5083.825582338418,134.60122589926226,0,20.34886735405937,94.07346635974066,97.21858897588913,29.375460068888202,100.0,0.0,16.263736263736263,9.230769230769232,58.32301245184897
4206.292204332279,4,5,1352.3265019005557,508.13842188334957,158.54286144511997,128.07165933204806,198.3876934175966,0.9509562830371586,4,0,0,0,3,1,172.81627664091286,2540.692109416748,898.6069795902706,79.94688416804391,0,12.888293396296763,100.0,98.09808743392568,19.719750188783763,100.0,0.0,6.153846153846154,6.153846153846154,52.74022113049264
5141.071484412401,0,1,5141.071484412401,5141.071484412401,1000.0,1000.0,1000.0,0.0,0,0,0,0,0,0,0.0,5141.071484412401,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,50.0
5040.651239972313,3,3,1586.9257762625907,1152.9371943525557,96.31757667409717,66.65540861753878,153.9450457874779,0.5951611919130667,0,0,0,0,1,2,1256.5725252676823,3458.811583057667,1660.9424911426238,253.54069648460214,0,5.750619968896411,100.0,98.80967761617387,3.400921096646096,100.0,10.0,43.07692307692308,0.0,52.81846678208
5033.5828091091835,11,11,615.7110354114318,152.47901709857834,86.8193085995705,54.24486772802179,192.13316779894643,2.18532214868771,8,0,1,0,1,10,3373.54366246717,1677.2691880843618,1353.2977186508322,63.24947548021543,1,47.25123903341427,43.979359672245124,95.62935570262458,60.3446979925012,63.41099153522028,8.333333333333332,31.258741258741257,20.0,54.76460161236196
5031.78587667937,11,11,302.0625831961591,181.58322149738453,115.17409681047712,55.376465714948694,182.64240738643238,2.18610256270667,8,0,0,0,4,7,2598.0813271896886,1997.4154364712297,2107.4011485009232,117.62517109353402,1,39.5619329334872,24.822652046478893,100.0,49.63487178689526,46.769711366027,0.0,31.258741258741257,20.0,44.50221572754815
